,index,size,option,root,dtx,expiry_date,strike,pc,price,theo,side,exch,date,date_time,volume,cond,ivol,ivol_chg,delta,spot,spot_chg,vega_dollar,cond_extra,hilo,events,bid,ask,open_int,bid_exch,bid_size,ask_size,ask_exch
381,4599,820,TRU221216C00070000,TRU,32,2022-12-16,70.0,C,1.38,1.51573,-1,PHLX,2022-11-14,2022-11-14 12:52:24.331000-05:00,2775,AUCT,0.346595,-0.012961,0.327646,66.4197,1.39975,5839.0,OPENING,,,1.35,1.7,20,PHLX,38.0,108.0,BOX
382,4604,552,AMKR230120C00030000,AMKR,67,2023-01-20,30.0,C,0.799493,0.754335,1,[MULTI],2022-11-14,2022-11-14 13:06:43.140000-05:00,656,,0.416377,0.029209,0.295145,26.63,1.39,2176.0,OPENING,,,0.7,0.8,535,NOM,31.0,54.0,NOM
383,4615,898,GDYN221216C00015000,GDYN,32,2022-12-16,15.0,C,0.46,0.469766,-1,C2,2022-11-14,2022-11-14 13:33:29.634000-05:00,913,COB,0.611575,-0.018269,0.320019,13.4947,0.264722,1286.0,OPENING,,,0.4,0.65,13,ARCA,1.0,55.0,BZX
384,4618,2500,ACET221216P00015000,ACET,32,2022-12-16,15.0,P,1.1,1.15,1,ARCA,2022-11-14,2022-11-14 13:36:17.518000-05:00,2500,FLR,1.56551,0.29456,-0.167185,21.125,-0.145,3917.0,OPENING,,,0.0,1.15,0,C2,0.0,50.0,ARCA
385,4640,760,CWEB221216P00030000,CWEB,32,2022-12-16,30.0,P,2.9,2.84736,2,[MULTI],2022-11-14,2022-11-14 15:14:07.816000-05:00,1300,,1.3676,0.033591,-0.264467,35.591,1.53096,2624.0,OPENING,,,2.8,2.9,13,CBOE,11.0,580.0,ARCA
386,4645,1000,XPEL230120P00060000,XPEL,67,2023-01-20,60.0,P,2.4,2.70285,-1,ARCA,2022-11-14,2022-11-14 15:33:28.362000-05:00,1000,FLR,0.467486,-0.055427,-0.268843,66.115,1.335,9363.0,OPENING,,,2.35,3.1,50,PHLX,99.0,50.0,PHLX
387,4666,833,HACK221216P00043000,HACK,31,2022-12-16,43.0,P,0.56,0.574087,-1,MIAX,2022-11-15,2022-11-15 09:54:29.073000-05:00,3592,COB,0.343405,0.023362,-0.206563,46.23,0.86,3233.0,OPENING,,,0.55,0.6,9,ARCA,1.0,27.0,BZX
388,4667,833,HACK221216P00045000,HACK,31,2022-12-16,45.0,P,1.16,1.14265,-1,MIAX,2022-11-15,2022-11-15 09:54:29.073000-05:00,1938,COB,0.33884,0.032103,-0.356897,46.23,0.86,4208.0,OPENING,,,1.1,1.25,317,NOM,1.0,95.0,EDGX
389,4700,2508,GTLB221216C00060000,GTLB,31,2022-12-16,60.0,C,1.85,1.94141,-2,PHLX,2022-11-15,2022-11-15 11:12:28.209000-05:00,2518,FLR,0.882772,-0.031629,0.270831,49.5,4.26,11997.0,OPENING,,,1.85,2.05,262,PHLX,116.0,75.0,PHLX
390,4731,5452,CYTK221216C00050000,CYTK,31,2022-12-16,50.0,C,1.25,0.992829,-1,ARCA,2022-11-15,2022-11-15 13:05:40.998000-05:00,5452,SPRD/FLR,0.855131,-0.023939,0.239339,40.475,0.605,19984.0,OPENING,,,0.05,5.0,2,PHLX,20.0,186.0,PHLX
391,4744,2499,CNSL221216P00005000,CNSL,31,2022-12-16,5.0,P,0.3,0.252816,2,ISE,2022-11-15,2022-11-15 13:22:47.490000-05:00,2499,,0.503961,-0.047565,-0.489545,4.93,0.03,1435.0,OPENING,,,0.2,0.3,4,EDGX,443.0,1.0,ISE
392,4767,12992,YMM221216C00010000,YMM,31,2022-12-16,10.0,C,0.35,0.131595,2,[CBOE],2022-11-15,2022-11-15 13:58:05.896000-05:00,13001,FLR,1.4798,0.350165,0.236487,7.275,0.765,8176.0,OPENING,,,0.0,0.35,561,MPRL,0.0,360.0,CBOE
393,4774,2000,EUO221216C00033000,EUO,31,2022-12-16,33.0,C,0.499005,0.412703,1,[MULTI],2022-11-15,2022-11-15 14:21:26.064000-05:00,2010,,0.292936,0.037344,0.306514,31.39,0.0,6451.0,OPENING,,,0.35,0.5,46,PHLX,54.0,477.0,BZX
394,4809,3500,PRVA221216C00030000,PRVA,31,2022-12-16,30.0,C,0.98,0.904536,1,EDGX,2022-11-15,2022-11-15 15:56:43.338000-05:00,3506,SPRD/CROSS,0.641235,-0.00382,0.329366,26.9299,-0.56006,9966.0,OPENING,,,0.7,1.05,11,PHLX,69.0,4.0,EMLD
395,4810,3500,PRVA221216P00025000,PRVA,31,2022-12-16,25.0,P,0.95,1.04075,-2,EDGX,2022-11-15,2022-11-15 15:56:43.338000-05:00,3510,SPRD/CROSS,0.598067,-0.078808,-0.294319,26.93,-0.560007,9487.0,OPENING,,,0.95,1.15,103,CBOE,72.0,4.0,NOM
396,4875,1500,URNM221216C00068000,URNM,30,2022-12-16,68.0,C,3.95,4.03315,-1,PHLX,2022-11-16,2022-11-16 12:13:06.141000-05:00,1503,AUCT,0.532937,-0.018504,0.516896,67.4397,-2.65031,11592.0,OPENING,,,3.8,4.2,8,BZX,9.0,33.0,BOX
397,4942,2000,TGNA221216P00016000,TGNA,30,2022-12-16,16.0,P,0.35,0.375,-2,[MULTI],2022-11-16,2022-11-16 15:40:52.666000-05:00,5277,ISO,0.77366,-0.051589,-0.143529,19.715,0.395,2556.0,OPENING,,,0.35,0.6,1029,BOX,2554.0,2.0,BZX
398,4954,2709,LNG221216P00135000,LNG,30,2022-12-16,135.0,P,0.61,0.648792,-1,[MIAX],2022-11-16,2022-11-16 15:56:21.028000-05:00,5115,AUCT,0.50342,-0.010419,-0.057153,167.43,2.05983,15057.0,OPENING,,,0.6,0.7,386,CBOE,200.0,98.0,PHLX
399,4959,2950,ASPN221216C00015000,ASPN,29,2022-12-16,15.0,C,0.6,0.435118,2,CBOE,2022-11-17,2022-11-17 09:32:11.696000-05:00,3000,CROSS,1.02443,0.198587,0.306796,12.315,-0.665,3618.0,OPENING,,,0.15,0.6,104,CBOE,126.0,247.0,CBOE
400,4970,500,AVNT230120P00030000,AVNT,64,2023-01-20,30.0,P,1.1,2.58287,-1,PHLX,2022-11-17,2022-11-17 10:03:00.817000-05:00,500,FLR,0.372495,0.0,-0.321379,31.755,-1.135,2371.0,OPENING,,,0.0,4.8,0,BZX,0.0,1.0,BZX
401,4973,12500,CSTM221209P00009000,CSTM,22,2022-12-09,9.0,P,0.065,0.015624,-1,[ARCA],2022-11-17,2022-11-17 10:07:14.934000-05:00,12500,FLR,0.699436,0.048799,-0.055803,11.655,-0.475,4063.0,OPENING,,,0.0,0.75,0,BXO,0.0,348.0,EDGX
402,4978,650,STE221216P00170000,STE,29,2022-12-16,170.0,P,10.0,9.06465,1,PHLX,2022-11-17,2022-11-17 10:36:27.412000-05:00,650,SPRD/FLR,0.382861,0.051271,-0.589544,165.03,-1.31,11761.0,OPENING,,,7.4,10.4,40,BOX,24.0,30.0,PHLX
403,4984,5149,CRDO230120C00015000,CRDO,64,2023-01-20,15.0,C,1.05,1.02229,-1,PHLX,2022-11-17,2022-11-17 11:02:29.791000-05:00,5149,FLR,0.638444,0.0,0.437362,14.345,-0.065,11787.0,OPENING,,,0.95,1.9,0,PHLX,103.0,6.0,BZX
404,5038,3500,STAA221216P00065000,STAA,29,2022-12-16,65.0,P,7.0,6.94544,-1,BOX,2022-11-17,2022-11-17 14:18:33.091000-05:00,3500,SPRD/FLR,0.572209,0.004315,-0.665085,59.735,-4.025,21501.0,OPENING,,,6.8,7.3,62,BOX,25.0,1.0,BZX
405,5045,500,BLU221216C00010000,BLU,29,2022-12-16,10.0,C,0.4,0.399993,-2,PHLX,2022-11-17,2022-11-17 14:29:58.980000-05:00,520,AUCT,0.665732,0.003347,0.370076,9.39,0.0,493.0,OPENING,,,0.4,0.7,33,PHLX,67.0,187.0,PHLX
406,5046,1403,BLU221216C00010000,BLU,29,2022-12-16,10.0,C,0.400371,0.400001,-1,[MULTI],2022-11-17,2022-11-17 14:30:28.494000-05:00,1923,,0.669477,0.007092,0.368981,9.38,-0.01,1380.0,OPENING,,,0.4,0.65,33,PHLX,440.0,86.0,BOX
407,5047,597,BLU221216C00010000,BLU,29,2022-12-16,10.0,C,0.400838,0.4,-1,[MULTI],2022-11-17,2022-11-17 14:30:31.326000-05:00,2520,,0.682545,0.02016,0.365249,9.345,-0.045,583.0,OPENING,,,0.4,0.65,33,AMEX,177.0,65.0,PHLX
408,5051,1200,PGNY221216P00030000,PGNY,29,2022-12-16,30.0,P,1.15,1.11285,1,AMEX,2022-11-17,2022-11-17 14:52:36.277000-05:00,2223,SPRD/FLR,0.690068,0.010642,-0.265721,33.14,-1.22,3686.0,OPENING,,,1.0,1.25,7,PHLX,20.0,103.0,PHLX
409,5076,500,DXD221216C00055000,DXD,29,2022-12-16,55.0,C,0.25,0.223234,2,[BOX],2022-11-17,2022-11-17 15:57:12.692000-05:00,2305,,0.615443,0.032318,0.081804,42.4594,0.159412,907.0,OPENING,,,0.2,0.25,428,C2,245.0,2641.0,EDGX
410,5108,4879,VYM230120C00115000,VYM,63,2023-01-20,115.0,C,1.15,1.07818,2,BOX,2022-11-18,2022-11-18 10:23:06.929000-05:00,4893,SPRD/FLR,0.162649,0.005443,0.268314,110.115,0.505,73582.0,OPENING,,,1.0,1.15,526,PHLX,50.0,20.0,PHLX
411,5127,5000,QTRX221216C00010000,QTRX,28,2022-12-16,10.0,C,2.0,2.04792,1,BOX,2022-11-18,2022-11-18 10:59:28.417000-05:00,5000,SPRD/FLR,0.842877,-0.04795,0.809385,11.055,-0.125,4850.0,OPENING,,,1.45,2.35,1,CBOE,20.0,102.0,BOX
412,5128,3982,HDV230120C00110000,HDV,63,2023-01-20,110.0,C,1.1,1.00695,2,BOX,2022-11-18,2022-11-18 10:59:33.731000-05:00,3982,SPRD/FLR,0.162506,0.007776,0.267223,105.345,0.125,57444.0,OPENING,,,0.8,1.1,0,MIAX,11.0,5.0,AMEX
413,5142,9000,IHI221216P00052000,IHI,28,2022-12-16,52.0,P,1.85,1.72934,2,BOX,2022-11-18,2022-11-18 11:34:48.466000-05:00,10005,FLR,0.256198,0.017298,-0.563312,51.215,0.525,50388.0,OPENING,,,1.65,1.85,14,AMEX,147.0,74.0,CBOE
414,5146,8104,DGRO230120C00053000,DGRO,63,2023-01-20,53.0,C,0.68,0.744985,-1,CBOE,2022-11-18,2022-11-18 11:40:43.433000-05:00,8104,COB/AUCT,0.178662,-0.059691,0.299044,50.745,0.285,59459.0,OPENING,,,0.4,1.15,0,EDGX,183.0,346.0,CBOE
415,5152,3500,ZETA221216C00010000,ZETA,28,2022-12-16,10.0,C,0.25,0.321671,-1,BOX,2022-11-18,2022-11-18 11:50:17.934000-05:00,3500,SPRD/FLR,0.750212,-0.042706,0.259271,8.565,0.025,2691.0,OPENING,,,0.15,0.4,1862,CBOE,492.0,564.0,CBOE
416,5161,6100,PPL230120C00030000,PPL,63,2023-01-20,30.0,C,0.25,0.271468,-1,BOX,2022-11-18,2022-11-18 12:17:03.986000-05:00,6118,FLR,0.201941,-0.007578,0.202054,27.905,0.235,20059.0,OPENING,,,0.2,0.35,3761,PHLX,369.0,2072.0,PHLX
417,5172,770,DICE221216P00035000,DICE,28,2022-12-16,35.0,P,3.7,3.84725,-1,PHLX,2022-11-18,2022-11-18 12:39:14.455000-05:00,770,SPRD/FLR,0.742706,-0.142512,-0.558309,33.075,0.705,2798.0,OPENING,,,3.3,5.8,8,PHLX,45.0,44.0,PHLX
418,5189,1165,ALC230120C00070000,ALC,63,2023-01-20,70.0,C,1.2,1.30564,-2,CBOE,2022-11-18,2022-11-18 13:25:59.628000-05:00,1309,SPRD/LEG/FLR,0.255358,-0.11253,0.292937,65.205,0.415,10910.0,OPENING,,,1.2,1.35,0,MIAX,19.0,1.0,CBOE
419,5221,950,TRU221216C00070000,TRU,28,2022-12-16,70.0,C,0.15,0.174985,-2,[MULTI],2022-11-18,2022-11-18 14:29:35.462000-05:00,950,,0.341122,-0.061269,0.064406,60.14,-0.58,2037.0,OPENING,,,0.15,0.25,833,BZX,119.0,22.0,BOX
420,5243,1410,REXR230120C00060000,REXR,63,2023-01-20,60.0,C,1.1,1.30226,-1,PHLX,2022-11-18,2022-11-18 15:33:56.442000-05:00,1410,SPRD/FLR,0.29255,-0.015871,0.284112,55.285,0.665,10977.0,OPENING,,,0.95,1.65,113,EMLD,2.0,110.0,PHLX
421,5246,1526,AMCR221216C00012000,AMCR,28,2022-12-16,12.0,C,0.11422,0.179211,-1,[MULTI],2022-11-18,2022-11-18 15:40:40.808000-05:00,1532,AUCT,0.17092,-0.066629,0.356533,11.835,0.045,1856.0,OPENING,,,0.1,0.25,112,PHLX,159.0,20.0,PHLX
422,5256,792,PLXS221216P00100000,PLXS,28,2022-12-16,100.0,P,0.8,1.18565,-1,BOX,2022-11-18,2022-11-18 15:53:09.015000-05:00,801,FLR,0.296638,-0.120533,-0.166681,107.45,1.275,5949.0,OPENING,,,0.65,1.75,0,BZX,45.0,14.0,NOM
423,5275,1700,PZZA221216P00070000,PZZA,25,2022-12-16,70.0,P,0.65,0.735419,-1,PHLX,2022-11-21,2022-11-21 09:47:43.432000-05:00,1700,AUCT,0.513102,0.014115,-0.115664,81.51,0.799953,7141.0,OPENING,,,0.5,1.0,1633,PHLX,33.0,216.0,PHLX
424,5282,1792,TMO221216C00600000,TMO,25,2022-12-16,600.0,C,0.81,0.917472,-1,CBOE,2022-11-21,2022-11-21 10:08:25.859000-05:00,1947,AUCT,0.266339,0.002527,0.054145,533.285,-1.95452,28541.0,OPENING,,,0.75,1.1,484,PHLX,21.0,56.0,PHLX
425,5283,3319,DVY230120C00128000,DVY,60,2023-01-20,128.0,C,1.12001,1.05218,1,[BOX],2022-11-21,2022-11-21 10:08:51.697000-05:00,3319,FLR,0.167102,0.001041,0.245541,122.23,-0.01,52045.0,OPENING,,,0.9,1.2,0,CBOE,231.0,52.0,C2
426,5289,630,IQV221216P00185000,IQV,25,2022-12-16,185.0,P,1.6,1.65029,-1,CBOE,2022-11-21,2022-11-21 10:20:02.625000-05:00,630,AUCT,0.485702,0.010818,-0.115382,213.575,-0.20522,6925.0,OPENING,,,1.05,2.3,13,PHLX,158.0,20.0,PHLX
427,5291,1622,IDV230120C00027000,IDV,60,2023-01-20,27.0,C,0.31,0.299997,1,CBOE,2022-11-21,2022-11-21 10:23:39.544000-05:00,1622,AUCT,0.238604,0.041131,0.243587,25.795,-0.335,5061.0,OPENING,,,0.2,0.4,11,BZX,63.0,13.0,BZX
428,5300,9249,MBLY230120P00020000,MBLY,60,2023-01-20,20.0,P,0.47,0.514836,-1,PHLX,2022-11-21,2022-11-21 10:41:34.952000-05:00,9281,AUCT,0.749392,0.004264,-0.102626,27.9759,-0.44409,18836.0,OPENING,,,0.45,0.6,1,AMEX,44.0,1.0,ARCA
429,5301,1500,TNK221216C00035000,TNK,25,2022-12-16,35.0,C,1.70051,1.80775,-1,[MULTI],2022-11-21,2022-11-21 10:42:19.976000-05:00,1637,ISO,0.510573,-0.039682,0.4988,34.605,-0.255,5442.0,OPENING,,,1.7,2.05,958,PHLX,583.0,344.0,PHLX
430,5302,3000,IWP221216P00084000,IWP,25,2022-12-16,84.0,P,2.06,1.98505,1,[AMEX],2022-11-21,2022-11-21 10:44:02.825000-05:00,3000,FLR,0.324463,0.008685,-0.382881,85.785,-0.675,25807.0,OPENING,,,1.75,2.2,0,MPRL,19.0,17.0,CBOE
431,5308,3496,HOLI221216P00012500,HOLI,25,2022-12-16,12.5,P,0.08,0.063749,-1,BOX,2022-11-21,2022-11-21 11:05:59.605000-05:00,6991,SPRD/FLR,0.750461,-0.089997,-0.055482,16.44,-0.45,1703.0,OPENING,,,0.0,0.25,37,MRX,0.0,10.0,PHLX
432,5309,3496,HOLI221216P00015000,HOLI,25,2022-12-16,15.0,P,0.73,0.490394,-1,BOX,2022-11-21,2022-11-21 11:05:59.605000-05:00,8555,SPRD/FLR,0.883146,0.042688,-0.279647,16.44,-0.45,5115.0,OPENING,,,0.3,1.65,12,PHLX,50.0,100.0,PHLX
433,5310,3495,HOLI221216P00012500,HOLI,25,2022-12-16,12.5,P,0.07,0.063749,-1,BOX,2022-11-21,2022-11-21 11:05:59.605000-05:00,3495,SPRD/FLR,0.728883,-0.111575,-0.050907,16.44,-0.45,1590.0,OPENING,,,0.0,0.25,37,MRX,0.0,10.0,PHLX
434,5311,3495,HOLI221216P00015000,HOLI,25,2022-12-16,15.0,P,0.72,0.490394,-1,BOX,2022-11-21,2022-11-21 11:05:59.605000-05:00,5059,SPRD/FLR,0.876295,0.035837,-0.278668,16.44,-0.45,5104.0,OPENING,,,0.3,1.65,12,PHLX,50.0,100.0,PHLX
435,5314,8900,MDLZ221216P00065000,MDLZ,25,2022-12-16,65.0,P,0.96,0.982835,-1,AMEX,2022-11-21,2022-11-21 11:21:36.873000-05:00,8901,SPRD/CROSS,0.197079,0.008261,-0.391999,65.695,0.705,59017.0,OPENING,,,0.9,1.05,1605,PHLX,687.0,190.0,PHLX
436,5315,8900,MDLZ221216C00065000,MDLZ,25,2022-12-16,65.0,C,1.9,1.86285,1,AMEX,2022-11-21,2022-11-21 11:21:36.873000-05:00,8910,SPRD/CROSS,0.206135,0.017317,0.60937,65.695,0.705,59086.0,OPENING,,,1.8,1.95,5864,PHLX,204.0,173.0,PHLX
437,5318,928,CALX221216C00080000,CALX,25,2022-12-16,80.0,C,0.425,0.867985,-1,[BOX],2022-11-21,2022-11-21 11:28:56.079000-05:00,1000,FLR,0.504052,0.001837,0.11217,67.325,-2.495,3148.0,OPENING,,,0.4,1.4,438,BZX,79.0,334.0,PHLX
438,5320,1700,VNOM221216C00035000,VNOM,25,2022-12-16,35.0,C,0.22,0.252589,-1,[MULTI],2022-11-21,2022-11-21 11:36:57.769000-05:00,1719,AUCT,0.403438,0.005099,0.14033,30.895,-1.435,3101.0,OPENING,,,0.2,0.3,568,BOX,65.0,9.0,EMLD
439,5321,10500,PTEN230120P00012000,PTEN,60,2023-01-20,12.0,P,0.255,0.313966,-1,[BOX],2022-11-21,2022-11-21 11:37:13.253000-05:00,10500,FLR,0.771278,0.087645,-0.105532,16.825,-1.755,13077.0,OPENING,,,0.0,0.55,2,MRX,0.0,600.0,PHLX
440,5330,4500,ACN221216C00320000,ACN,25,2022-12-16,320.0,C,1.2,1.34359,-2,[CBOE],2022-11-21,2022-11-21 11:51:28.239000-05:00,4502,FLR,0.312139,-0.011474,0.111053,287.355,0.855,65347.0,OPENING,,,1.2,1.5,320,BOX,115.0,115.0,PHLX
441,5331,9896,BHC221230C00007500,BHC,39,2022-12-30,7.5,C,0.45,0.562189,-1,CBOE,2022-11-21,2022-11-21 11:51:29.637000-05:00,10000,FLR,0.658615,-0.026572,0.447398,7.055,-0.515,9075.0,OPENING,,,0.43,0.63,12,AMEX,77.0,512.0,CBOE
442,5332,569,MSI221216C00280000,MSI,25,2022-12-16,280.0,C,1.2,1.26986,-1,BOX,2022-11-21,2022-11-21 11:52:51.833000-05:00,578,FLR,0.227663,-0.007964,0.154882,262.71,-0.23,9506.0,OPENING,,,1.15,1.4,21,MPRL,9.0,2.0,BOX
443,5334,5978,AMGN221216P00260000,AMGN,25,2022-12-16,260.0,P,0.5,0.660384,-3,BOX,2022-11-21,2022-11-21 11:55:37.154000-05:00,6015,LATE,0.264208,-0.005202,-0.058195,288.595,1.305,54304.0,OPENING,,,0.57,0.75,2114,PHLX,40.0,34.0,GEMX
444,5335,506,ALGT221216C00085000,ALGT,25,2022-12-16,85.0,C,1.4,1.21778,2,EMLD,2022-11-21,2022-11-21 12:01:23.706000-05:00,1106,,0.449669,-0.022645,0.266507,78.1251,-0.184864,3420.0,OPENING,,,1.2,1.4,11,PHLX,20.0,506.0,EMLD
445,5344,3000,TMO221216C00585000,TMO,25,2022-12-16,585.0,C,1.8,1.9862,-2,ARCA,2022-11-21,2022-11-21 12:38:58.576000-05:00,3504,FLR,0.253012,0.0,0.109798,536.395,1.155,80985.0,OPENING,,,1.8,2.2,0,CBOE,79.0,12.0,PHLX
446,5348,9205,QFIN221216C00015000,QFIN,25,2022-12-16,15.0,C,0.5,0.550239,-2,AMEX,2022-11-21,2022-11-21 12:55:34.044000-05:00,9222,FLR,0.747991,-0.062112,0.328539,13.5,-0.5,11628.0,OPENING,,,0.5,0.65,3312,PHLX,504.0,48.0,BOX
447,5360,930,QLYS221216C00140000,QLYS,25,2022-12-16,140.0,C,0.6,0.575576,2,ARCA,2022-11-21,2022-11-21 13:35:53.695000-05:00,930,,0.351181,-0.008527,0.114091,124.28,0.31,5928.0,OPENING,,,0.55,0.6,41,PHLX,10.0,930.0,ARCA
448,5363,500,ALGM221216C00035000,ALGM,25,2022-12-16,35.0,C,0.1809,0.198519,-1,[MULTI],2022-11-21,2022-11-21 13:49:53.121000-05:00,517,,0.466042,-0.035043,0.09524,29.52,0.01,661.0,OPENING,,,0.15,0.25,189,BOX,27.0,1.0,EMLD
449,5364,2000,GLBE230120P00015000,GLBE,60,2023-01-20,15.0,P,0.75005,0.800081,-2,[MULTI],2022-11-21,2022-11-21 13:51:49.593000-05:00,2570,ISO,0.826399,-0.025366,-0.18317,19.09,-1.33,4115.0,OPENING,,,0.75,0.85,31,CBOE,448.0,118.0,BOX
450,5371,880,RHP221216C00095000,RHP,25,2022-12-16,95.0,C,1.31,2.18813,-1,[BOX],2022-11-21,2022-11-21 14:06:58.810000-05:00,1000,FLR,0.315338,-0.032775,0.298619,90.62,0.07,7267.0,OPENING,,,1.3,3.2,519,PHLX,30.0,163.0,PHLX
451,5373,500,BSBR221216P00005000,BSBR,25,2022-12-16,5.0,P,0.15,0.199809,-2,[MULTI],2022-11-21,2022-11-21 14:12:14.214000-05:00,510,,0.091853,-0.346016,-0.820533,5.215,0.065,133.0,OPENING,,,0.15,0.2,224,CBOE,11.0,40.0,BOX
452,5379,24435,SLB221216C00062000,SLB,25,2022-12-16,62.0,C,0.2,0.209139,-2,PHLX,2022-11-21,2022-11-21 14:43:12.961000-05:00,24455,FLR,0.436181,0.0,0.079375,52.385,-1.055,49962.0,OPENING,,,0.2,0.22,0,BXO,378.0,15.0,BZX
453,5382,1000,ELF221216P00050000,ELF,25,2022-12-16,50.0,P,0.65,0.723839,-2,BOX,2022-11-21,2022-11-21 14:53:38.398000-05:00,1051,FLR,0.413425,-0.036589,-0.191307,54.54,-0.37,3912.0,OPENING,,,0.65,0.8,146,ARCA,2.0,87.0,CBOE
454,5388,1000,VNOM221216C00035000,VNOM,25,2022-12-16,35.0,C,0.24003,0.27464,-3,[MULTI],2022-11-21,2022-11-21 15:12:17.836000-05:00,3766,ISO,0.391492,-0.006847,0.158067,31.245,-1.085,1992.0,OPENING,,,0.25,0.3,568,ARCA,3.0,2.0,EMLD
455,5397,505,CWST221216C00085000,CWST,25,2022-12-16,85.0,C,1.4,1.82072,-1,BOX,2022-11-21,2022-11-21 15:40:51.216000-05:00,524,FLR,0.232968,-0.030861,0.402,83.095,0.675,4266.0,OPENING,,,1.3,2.25,83,PHLX,43.0,45.0,PHLX
456,5403,4500,USFD221216C00035000,USFD,25,2022-12-16,35.0,C,1.4,1.35011,2,PHLX,2022-11-21,2022-11-21 15:52:55.879000-05:00,10883,SPRD/FLR,0.37582,0.050541,0.526583,34.955,0.985,16403.0,OPENING,,,1.3,1.4,212,ARCA,1.0,52.0,PHLX
457,5415,765,CTRN221216C00022500,CTRN,24,2022-12-16,22.5,C,2.25,2.2507,-1,MIAX,2022-11-22,2022-11-22 09:45:15.258000-05:00,805,AUCT,0.736894,-0.279576,0.621895,23.42,2.22,1754.0,OPENING,,,2.15,3.1,297,BZX,14.0,51.0,AMEX
458,5429,1178,FND230120C00090000,FND,59,2023-01-20,90.0,C,2.06002,2.08285,-1,[ARCA],2022-11-22,2022-11-22 10:55:45.163000-05:00,1178,FLR,0.505114,-0.012117,0.247606,76.26,2.87,11451.0,OPENING,,,1.75,2.5,556,PHLX,322.0,403.0,PHLX
459,5430,4167,AVGO230120C00580000,AVGO,59,2023-01-20,580.0,C,6.95001,7.07524,-3,[AMEX],2022-11-22,2022-11-22 11:02:16.127000-05:00,5150,FLR,0.297728,-0.010899,0.212405,523.375,5.935,254633.0,OPENING,,,7.0,7.2,1452,PHLX,14.0,5.0,NOM
460,5434,3126,GIL221216C00030000,GIL,24,2022-12-16,30.0,C,0.379671,0.490393,-3,[MULTI],2022-11-22,2022-11-22 11:05:39.807000-05:00,1856,ISO,0.31349,-0.040777,0.289834,28.625,0.574,7898.0,OPENING,,,0.4,0.6,100,NOM,100.0,30.0,PHLX
461,5449,2500,AEP221216C00095000,AEP,24,2022-12-16,95.0,C,1.44,1.43926,-1,AMEX,2022-11-22,2022-11-22 12:16:32.527000-05:00,2530,SPRD/CROSS,0.210707,-0.008754,0.40877,93.385,0.235,23378.0,OPENING,,,1.4,1.5,2375,NOM,6.0,126.0,PHLX
462,5450,2500,AEP221216P00095000,AEP,24,2022-12-16,95.0,P,2.78,2.80102,1,AMEX,2022-11-22,2022-11-22 12:16:32.527000-05:00,2500,SPRD/CROSS,0.208349,-0.011112,-0.603124,93.385,0.235,23102.0,OPENING,,,2.65,2.85,21,BOX,39.0,37.0,PHLX
463,5484,3414,LPLA221216C00260000,LPLA,24,2022-12-16,260.0,C,0.711593,1.27407,-1,[PHLX],2022-11-22,2022-11-22 14:11:53.165000-05:00,17,AUCT,0.297215,-0.173657,0.090528,233.27,10.54,34049.0,OPENING,,,0.1,2.5,42,PHLX,30.0,30.0,PHLX
464,5487,3214,FINV230120C00005000,FINV,59,2023-01-20,5.0,C,0.2,0.222393,-2,[MULTI],2022-11-22,2022-11-22 14:40:47.815000-05:00,5186,,0.619391,-0.091854,0.320804,4.445,-0.035,2013.0,OPENING,,,0.2,0.25,1038,PHLX,1001.0,25.0,NOM
465,5508,4670,TGNA221216C00021000,TGNA,23,2022-12-16,21.0,C,0.55,0.590593,-1,BOX,2022-11-23,2022-11-23 10:13:14.252000-05:00,4670,FLR,0.524592,-0.332869,0.344211,19.635,0.135,8519.0,OPENING,,,0.0,5.0,16,MIAX,0.0,80.0,PHLX
466,5516,2120,TSEM221216C00045000,TSEM,23,2022-12-16,45.0,C,0.3,0.438143,-1,BOX,2022-11-23,2022-11-23 10:31:34.267000-05:00,2120,FLR,0.18697,-0.064881,0.257776,43.99,0.49,7520.0,OPENING,,,0.05,0.8,13,CBOE,40.0,20.0,ARCA
467,5545,2477,PEAK221216C00026000,PEAK,23,2022-12-16,26.0,C,0.3,0.27566,2,EMLD,2022-11-23,2022-11-23 12:24:03.146000-05:00,2753,,0.224397,-0.005906,0.330756,25.255,-0.145,5734.0,OPENING,,,0.25,0.3,667,C2,129.0,2477.0,EMLD
468,5568,3000,VSCO221216C00055000,VSCO,21,2022-12-16,55.0,C,0.9,0.951435,-1,PHLX,2022-11-25,2022-11-25 09:56:07.437000-05:00,3001,SPRD/FLR,0.671678,-0.000703,0.221041,47.755,0.295,10280.0,OPENING,,,0.85,1.05,349,EDGX,2.0,11.0,BOX
469,5598,44775,FINV230120C00005000,FINV,53,2023-01-20,5.0,C,0.1,0.144975,-2,AMEX,2022-11-28,2022-11-28 09:53:36.066000-05:00,44775,FLR,0.542488,0.007101,0.220718,4.275,-0.065,21438.0,OPENING,,,0.1,0.2,13549,BOX,2699.0,10.0,ISE
470,5605,5500,CSTM221230P00009000,CSTM,32,2022-12-30,9.0,P,0.09,0.014138,-1,[ARCA],2022-11-28,2022-11-28 10:17:56.099000-05:00,5500,FLR,0.730665,0.079223,-0.080856,11.735,-0.375,2890.0,OPENING,,,0.0,0.75,0,BXO,0.0,253.0,PHLX
